p(MeV) beta E(MeV) m(MeV)
283.782 0.909813 311.912 129.449 
286.89 0.891295 321.88 145.948 
296.062 0.887228 333.694 153.943 
294.036 0.900909 326.377 141.65 
286.185 0.898416 318.544 139.887 
275.73 0.919638 299.825 117.761 
281.361 0.886189 317.495 147.103 
280.607 0.889041 315.629 144.504 
288.928 0.882438 327.42 154.028 
290.348 0.892002 325.501 147.137 
278.836 0.90886 306.797 127.966 
272.434 0.895242 304.314 135.596 
288.341 0.903164 319.257 137.056 
282.873 0.891644 317.249 143.631 
280.006 0.915631 305.807 122.94 
281.693 0.912896 308.571 125.956 
283.894 0.901274 314.992 136.47 
288.309 0.908543 317.331 132.578 
294.108 0.904555 325.141 138.626 
286.422 0.893647 320.509 143.835 
276.789 0.906081 305.479 129.249 
289.345 0.873521 331.24 161.243 
287.624 0.903699 318.275 136.275 
279.621 0.889332 314.417 143.771 
286.124 0.892323 320.651 144.741 
287.604 0.908006 316.742 132.701 
288.355 0.914671 315.256 127.426 
287.757 0.912019 315.516 129.408 
292.527 0.917836 318.714 126.516 
273.904 0.914771 299.424 120.959 
289.527 0.912729 317.211 129.601 
289.336 0.913176 316.845 129.135 
279.168 0.895112 311.88 139.049 
299.941 0.918072 326.708 129.511 
287.182 0.90193 318.408 137.515 
286.281 0.901906 317.418 137.103 
283.932 0.903046 314.416 135.055 
284.787 0.893174 318.848 143.389 
292.853 0.893776 327.658 146.959 
283.927 0.899631 315.603 137.808 
290.381 0.885197 328.041 152.61 
292.084 0.910291 320.869 132.83 
289.784 0.900731 321.721 139.748 
289.914 0.884451 327.789 152.957 
280.314 0.909125 308.334 128.428 
291.94 0.894883 326.232 145.597 
285.456 0.90667 314.84 132.812 
283.566 0.90104 314.71 136.501 
290.675 0.907694 320.234 134.381 
288.154 0.912459 315.799 129.215 
291.911 0.892637 327.021 147.414 
288.92 0.90054 320.83 139.489 
283.512 0.897921 315.743 138.976 
289.624 0.903796 320.453 137.142 
287.991 0.9146 314.882 127.326 
287.482 0.889005 323.375 148.073 
275.146 0.888269 309.755 142.278 
281.371 0.891335 315.674 143.109 
285.274 0.92226 309.32 119.574 
292.342 0.896743 326.004 144.273 
285.39 0.914477 312.08 126.279 
283.681 0.868979 326.453 161.545 
284.948 0.890679 319.923 145.448 
292.585 0.908254 322.141 134.79 
277.803 0.911225 304.868 125.578 
292.338 0.905104 322.989 137.332 
288.824 0.893425 323.278 145.22 
286.818 0.921993 311.085 120.454 
293.208 0.906888 323.313 136.234 
272.101 0.903279 301.236 129.246 
278.942 0.909809 306.594 127.245 
286.424 0.904174 316.779 135.317 
288.825 0.898409 321.484 141.183 
292.941 0.900972 325.139 141.071 
283.144 0.894491 316.542 141.522 
287.565 0.899287 319.77 139.854 
289.028 0.899449 321.339 140.433 
297.794 0.896096 332.324 147.506 
285.278 0.881213 323.734 153.035 
285.532 0.90049 317.085 137.893 
279.286 0.914361 305.444 123.674 
288.91 0.903025 319.935 137.44 
290.415 0.901382 322.188 139.515 
294.408 0.906768 324.678 136.894 
284.587 0.898995 316.562 138.641 
282.153 0.889785 317.103 144.719 
280.129 0.898875 311.644 136.564 
294.36 0.91105 323.1 133.213 
288.55 0.907744 317.876 133.357 
284.491 0.906744 313.75 132.303 
302.395 0.908665 332.791 138.949 
289.573 0.915751 316.213 127.037 
285.961 0.909956 314.258 130.325 
283.412 0.910124 311.4 129.024 
286.44 0.904797 316.579 134.813 
289.229 0.910669 317.6 131.212 
287.666 0.909018 316.458 131.886 
283.046 0.8897 318.137 145.244 
289.871 0.887106 326.76 150.821 
280.03 0.895267 312.789 139.357 
293.866 0.89352 328.885 147.677 
291.78 0.917265 318.098 126.691 
278.313 0.887682 313.527 144.366 
275.927 0.902313 305.799 131.825 
280.659 0.898086 312.508 137.448 
273.553 0.892766 306.41 138.044 
281.473 0.899941 312.768 136.37 
285.826 0.907311 315.026 132.456 
274.628 0.902351 304.348 131.174 
282.185 0.887097 318.099 146.829 
290.927 0.895173 324.995 144.857 
284.465 0.898975 316.433 138.598 
285.436 0.909049 313.994 130.838 
289.419 0.898583 322.084 141.332 
286.653 0.906274 316.298 133.696 
281.022 0.910614 308.607 127.534 
285.569 0.903809 315.961 135.212 
286.986 0.911136 314.976 129.804 
283.322 0.902649 313.878 135.086 
285.514 0.90355 315.991 135.397 
296.456 0.914962 324.009 130.751 
300.49 0.883093 340.27 159.654 
286.857 0.910642 315.005 130.159 
287.389 0.893208 321.75 144.672 
289.215 0.898976 321.716 140.911 
290.466 0.900745 322.473 140.066 
295.897 0.899896 328.813 143.397 
291.666 0.900606 323.855 140.759 
278.407 0.9024 308.518 132.94 
291.999 0.908533 321.396 134.284 
293.536 0.901463 325.621 140.947 
291.765 0.902115 323.424 139.556 
293.646 0.900456 326.108 141.84 
295.405 0.889833 331.978 151.477 
292.867 0.912208 321.053 131.544 
292.342 0.911122 320.859 132.238 
292.372 0.891218 328.059 148.799 
285.231 0.90068 316.684 137.594 
285.605 0.893477 319.656 143.56 
291.064 0.890603 326.816 148.63 
288.353 0.899678 320.507 139.919 
284.355 0.905909 313.889 132.923 
287.086 0.901944 318.296 137.457 
281.944 0.90537 311.413 132.233 
289.674 0.899991 321.863 140.303 
280.538 0.901417 311.219 134.743 
282.99 0.901967 313.748 135.478 
291.87 0.902071 323.555 139.642 
289.768 0.914085 317.003 128.552 
284.276 0.895708 317.376 141.119 
282.781 0.884777 319.607 148.942 
285.542 0.903797 315.936 135.209 
288.938 0.905169 319.209 135.68 
290.328 0.905357 320.678 136.176 
281.643 0.885239 318.155 147.986 
285.252 0.884374 322.547 150.558 
286.692 0.900244 318.46 138.653 
290.139 0.878148 330.399 158.059 
291.759 0.89929 324.433 141.891 
290.301 0.907928 319.741 134.012 
283.122 0.891495 317.581 143.874 
296.403 0.909008 326.073 135.9 
288.003 0.887968 324.34 149.165 
289.369 0.883262 327.614 153.611 
281.476 0.890447 316.107 143.856 
274.829 0.894171 307.356 137.611 
286.59 0.906553 316.131 133.437 
290.452 0.901845 322.065 139.151 
281.057 0.889353 316.024 144.493 
276.644 0.919837 300.753 117.986 
286.686 0.896668 319.723 141.543 
299.053 0.907211 329.64 138.672 
284.662 0.90143 315.789 136.713 
280.305 0.906555 309.198 130.509 
282.078 0.898892 313.807 137.5 
293.352 0.891413 329.087 149.139 
298.254 0.915678 325.719 130.91 
283.328 0.889991 318.349 145.161 
288.344 0.901588 319.818 138.352 
294.712 0.895633 329.055 146.362 
285.765 0.905277 315.666 134.102 
287.779 0.907266 317.193 133.398 
278.446 0.908182 306.597 128.334 
279.913 0.898344 311.587 136.878 
292.689 0.895636 326.795 145.354 
290.371 0.886711 327.469 151.397 
289.393 0.907518 318.884 133.936 
293.52 0.904504 324.51 138.392 
272.93 0.885128 308.352 143.491 
289.407 0.896538 322.806 142.992 
286.382 0.905653 316.216 134.082 
283.1 0.896268 315.865 140.09 
279.347 0.907 307.99 129.704 
282.875 0.91038 310.721 128.568 
280.281 0.899995 311.425 135.75 
277.12 0.8895 311.546 142.357 
292.87 0.908113 322.504 135.04 
287.52 0.892098 322.296 145.627 
273.215 0.912063 299.557 122.833 
287.134 0.902801 318.048 136.779 
285.152 0.902273 316.037 136.264 
293.427 0.891281 329.22 149.285 
293.223 0.9171 319.728 127.462 
281.87 0.903657 311.922 133.582 
287.648 0.906173 317.432 134.244 
286.261 0.888212 322.289 148.07 
284.049 0.903968 314.224 134.362 
287.532 0.912592 315.072 128.824 
287.053 0.905088 317.154 134.861 
288.365 0.891209 323.566 146.767 
289.676 0.900228 321.781 140.11 
287.813 0.916646 313.985 125.5 
289.445 0.893914 323.795 145.137 
289.716 0.914854 316.68 127.871 
277.429 0.907987 305.543 128.022 
287.568 0.906972 317.064 133.545 
289.553 0.909237 318.457 132.567 
290.573 0.889774 326.569 149.047 
291.746 0.891392 327.292 148.34 
290.911 0.909802 319.752 132.711 
298.703 0.894085 334.088 149.637 
289.037 0.908331 318.207 133.091 
280.121 0.912073 307.126 125.93 
294.546 0.897688 328.116 144.578 
281 0.894464 314.155 140.471 
295.936 0.898249 329.459 144.793 
279.43 0.89241 313.119 141.287 
290.54 0.899413 323.033 141.197 
291.161 0.883864 329.418 154.084 
288.055 0.90305 318.981 137.013 
282.943 0.901926 313.709 135.488 
282.771 0.907768 311.501 130.666 
297.723 0.898583 331.325 145.386 
281.839 0.881675 319.663 150.835 
287.289 0.889867 322.845 147.288 
290.231 0.902394 321.623 138.591 
285.945 0.884943 323.122 150.478 
275.905 0.904329 305.094 130.225 
290.727 0.899294 323.284 141.387 
291.407 0.907143 321.236 135.183 
287.284 0.905847 317.144 134.344 
285.574 0.897946 318.03 139.967 
279.039 0.905312 308.224 130.917 
289.406 0.894386 323.581 144.736 
284.847 0.888711 320.517 146.947 
282.246 0.906306 311.424 131.615 
280.906 0.895534 313.674 139.583 
282.876 0.900298 314.202 136.764 
284.156 0.914603 310.688 125.627 
282.919 0.90072 314.103 136.447 
277.131 0.892743 310.426 139.868 
282.567 0.903666 312.689 133.905 
275.352 0.886359 310.655 143.833 
287.598 0.90246 318.682 137.28 
297.167 0.90119 329.749 142.921 
280.3 0.904358 309.944 132.276 
288.652 0.883307 326.786 153.195 
281.756 0.915749 307.678 123.61 
285.709 0.91528 312.155 125.742 
281.227 0.890577 315.78 143.627 
287.698 0.915674 314.192 126.281 
290.567 0.894873 324.702 144.921 
288.39 0.891123 323.625 146.849 
296.45 0.892259 332.246 150.017 
289.543 0.898567 322.228 141.405 
288.246 0.904653 318.626 135.782 
287.226 0.892765 321.726 144.945 
281.711 0.894896 314.797 140.486 
288.434 0.899327 320.722 140.245 
285.64 0.896581 318.588 141.096 
291.359 0.903372 322.524 138.317 
296.978 0.907307 327.318 137.627 
288.878 0.899793 321.05 140.079 
284.365 0.909321 312.722 130.122 
279.008 0.900337 309.892 134.863 
290.75 0.895822 324.562 144.239 
286.953 0.901567 318.282 137.701 
282.48 0.912157 309.684 126.921 
279.523 0.897551 311.429 137.313 
274.617 0.887929 309.278 142.262 
288.343 0.904583 318.758 135.886 
273.956 0.89776 305.155 134.417 
276.357 0.896652 308.21 136.456 
291.626 0.908723 320.918 133.951 
283.498 0.901881 314.341 135.79 
282.475 0.892842 316.377 142.487 
283.226 0.906503 312.438 131.911 
284.766 0.898407 316.967 139.2 
304.569 0.89396 340.697 152.682 
278.228 0.908196 306.352 128.222 
285.152 0.910185 313.29 129.765 
292.035 0.882803 330.804 155.393 
280.709 0.911873 307.838 126.359 
295.118 0.902522 326.992 140.817 
286.728 0.893469 320.916 144.131 
286.545 0.903539 317.136 135.894 
289.98 0.891026 325.445 147.736 
283.063 0.900677 314.278 136.551 
285.973 0.912897 313.258 127.869 
289.585 0.900628 321.537 139.737 
285.948 0.896207 319.065 141.549 
294.257 0.906442 324.629 137.101 
279.756 0.899044 311.171 136.248 
284.828 0.904903 314.761 133.968 
293.026 0.888027 329.974 151.719 
290.024 0.894474 324.239 144.974 
292.57 0.903048 323.981 139.163 
287.066 0.91584 313.445 125.862 
281.022 0.903916 310.894 132.973 
283.375 0.902405 314.022 135.309 
283.171 0.89766 315.455 139.017 
293.15 0.901955 325.016 140.352 
276.99 0.884996 312.984 145.725 
274.513 0.897241 305.953 135.09 
280.123 0.890344 314.623 143.244 
290.117 0.911498 318.285 130.912 
298.602 0.89721 332.811 146.971 
298.808 0.912913 327.312 133.594 
294.267 0.897284 327.953 144.776 
288.4 0.892983 322.963 145.362 
278.473 0.90427 307.954 131.485 
282.18 0.904825 311.862 132.786 
283.393 0.900331 314.766 136.988 
288.175 0.893993 322.347 144.438 
290.238 0.905895 320.388 135.685 
291.29 0.904744 321.958 137.14 
282.531 0.905963 311.857 132.027 
283.722 0.89682 316.365 139.958 
291.281 0.90482 321.922 137.073 
282.504 0.91121 310.031 127.715 
282.909 0.918315 308.074 121.951 
291.227 0.903507 322.329 138.141 
283.479 0.898308 315.57 138.651 
293.139 0.893279 328.16 147.509 
279.014 0.884554 315.429 147.128 
284.526 0.905813 314.111 133.082 
280.303 0.886793 316.086 146.084 
277.145 0.902254 307.17 132.453 
286.141 0.912957 313.422 127.894 
295.722 0.902617 327.627 141.025 
282.859 0.897191 315.272 139.237 
283.879 0.895394 317.044 141.172 
295.025 0.886185 332.915 154.25 
283.921 0.905103 313.689 133.378 
283.395 0.899878 314.926 137.353 
287.402 0.897543 320.21 141.189 
290.152 0.906984 319.908 134.735 
284.861 0.913599 311.801 126.783 
287.856 0.908216 316.947 132.643 
291.842 0.904526 322.647 137.583 
291.632 0.907201 321.464 135.239 
284.428 0.89128 319.123 144.708 
282.424 0.904845 312.124 132.884 
282.705 0.898176 314.754 138.377 
290.312 0.891837 325.521 147.252 
288.736 0.883801 326.698 152.85 
283.737 0.878329 323.042 154.432 
278.519 0.904403 307.959 131.399 
285.235 0.909819 313.507 130.107 
287.613 0.899935 319.593 139.351 
280.409 0.908431 308.674 129.037 
283.826 0.900203 315.292 137.3 
292.306 0.899524 324.956 141.964 
291.639 0.901967 323.337 139.619 
287.781 0.907546 317.099 133.167 
293.651 0.892805 328.908 148.155 
291.623 0.884455 329.72 153.856 
283.358 0.904915 313.132 133.267 
284.405 0.900087 315.975 137.673 
287.803 0.905908 317.696 134.536 
297.926 0.88938 334.982 153.143 
278.559 0.888829 313.4 143.612 
283.412 0.904676 313.275 133.486 
283.891 0.894794 317.27 141.655 
285.007 0.904395 315.136 134.468 
294.234 0.902252 326.111 140.622 
290.712 0.887912 327.411 150.613 
284.309 0.886106 320.852 148.709 
285.628 0.903448 316.154 135.534 
289.948 0.888213 326.44 149.977 
294.502 0.892999 329.79 148.425 
285.184 0.892969 319.366 143.752 
286.47 0.905387 316.406 134.342 
290.517 0.896822 323.941 143.308 
289.734 0.892414 324.663 146.494 
281.841 0.907008 310.737 130.855 
285.963 0.900218 317.66 138.322 
277.6 0.898928 308.812 135.29 
286.876 0.889052 322.677 147.723 
289.015 0.905783 319.078 135.207 
289.392 0.891047 324.778 147.42 
290.488 0.8964 324.06 143.638 
282.172 0.899963 313.537 136.691 
292.581 0.913285 320.361 130.49 
295.35 0.892459 330.939 149.296 
285.031 0.889654 320.384 146.298 
288.43 0.906033 318.344 134.725 
282.374 0.884073 319.401 149.272 
288.138 0.899416 320.361 140.028 
297.409 0.8998 330.528 144.21 
281.797 0.90109 312.729 135.609 
284.78 0.885828 321.484 149.173 
291.03 0.907442 320.714 134.757 
282.83 0.91601 308.763 123.862 
290.222 0.892925 325.024 146.328 
289.444 0.894005 323.761 145.064 
285.411 0.89098 320.333 145.445 
280.946 0.898088 312.827 137.586 
288.359 0.902964 319.347 137.229 
281.751 0.906151 310.931 131.51 
286.235 0.905084 316.253 134.481 
292.659 0.901661 324.578 140.362 
279.695 0.902692 309.845 133.323 
280.378 0.914513 306.587 124.032 
280.631 0.89603 313.193 139.056 
285.612 0.908012 314.546 131.777 
287.866 0.900608 319.635 138.924 
280.956 0.910684 308.511 127.447 
284.759 0.915085 311.183 125.488 
275.55 0.900582 305.969 133 
296.129 0.895862 330.552 146.875 
291.715 0.8916 327.181 148.155 
276.238 0.884511 312.306 145.697 
283.599 0.88533 320.332 148.942 
288.333 0.908407 317.404 132.703 
295.439 0.915934 322.555 129.451 
282.856 0.886472 319.081 147.665 
292.518 0.88247 331.476 155.916 
281.708 0.897108 314.018 138.737 
292.71 0.901374 324.738 140.625 
292.963 0.903542 324.238 138.936 
287.975 0.894382 321.983 144.024 
288.355 0.890832 323.692 147.064 
286.467 0.903838 316.944 135.612 
298.391 0.890573 335.055 152.396 
285.44 0.909883 313.71 130.147 
290.165 0.880793 329.436 155.989 
281.85 0.889872 316.732 144.496 
290.223 0.896617 323.687 143.331 
283.416 0.887433 319.366 147.208 
285.694 0.895472 319.043 142.011 
277.497 0.903364 307.182 131.742 
285.157 0.89525 318.522 141.922 
291.8 0.899368 324.45 141.847 
284.19 0.895548 317.336 141.204 
281.583 0.888613 316.88 145.34 
287.041 0.900931 318.605 138.263 
272.751 0.900555 302.87 131.67 
285.14 0.896867 317.928 140.62 
291.197 0.903868 322.168 137.827 
288.325 0.904984 318.597 135.546 
292.867 0.888275 329.703 151.436 
281.501 0.906767 310.445 130.893 
291.73 0.897399 325.084 143.433 
283.556 0.911702 311.018 127.783 
290.06 0.897865 323.055 142.232 
290.086 0.883913 328.184 153.476 
292.126 0.893599 326.91 146.738 
286.252 0.896767 319.204 141.249 
291.487 0.897717 324.698 143.053 
292.248 0.902261 323.907 139.665 
282.908 0.896022 315.738 140.19 
286.662 0.906732 316.148 133.322 
288.577 0.892736 323.251 145.651 
287.712 0.897732 320.488 141.189 
284.962 0.898443 317.173 139.267 
297.018 0.901023 329.645 142.991 
284.589 0.906537 313.93 132.518 
288.361 0.89033 323.881 147.468 
288.655 0.88511 326.123 151.772 
280.736 0.903953 310.564 132.807 
284.611 0.894699 318.108 142.089 
288.599 0.910402 317.002 131.152 
291.526 0.90033 323.799 140.92 
283.782 0.909406 312.053 129.786 
287.572 0.902787 318.538 136.999 
280.638 0.900325 311.708 135.661 
280.269 0.878816 318.916 152.175 
287.442 0.902281 318.573 137.353 
288.452 0.90322 319.359 137.062 
294.369 0.891957 330.026 149.211 
293.749 0.889338 330.3 151.03 
298.723 0.896197 333.323 147.881 
278.489 0.910373 305.906 126.58 
287.908 0.90556 317.934 134.873 
292.883 0.8961 326.842 145.069 
292.835 0.906199 323.146 136.643 
288.502 0.898772 320.996 140.73 
292.528 0.906888 322.563 135.919 
296.472 0.90195 328.702 141.947 
290.614 0.89086 326.218 148.194 
293.798 0.888644 330.614 151.619 
285.598 0.890671 320.655 145.785 
278.471 0.910361 305.891 126.582 
279.655 0.894429 312.663 139.826 
282.748 0.906232 312.003 131.909 
286.994 0.890228 322.382 146.85 
291.248 0.90212 322.848 139.304 
288.335 0.913106 315.774 128.748 
287.822 0.892186 322.603 145.71 
274.41 0.887443 309.214 142.522 
284.24 0.892518 318.47 143.633 
285.712 0.917284 311.476 124.04 
291.111 0.918556 316.922 125.277 
296.374 0.897784 330.117 145.395 
285.928 0.898446 318.248 139.738 
289.956 0.908661 319.103 133.237 
294.616 0.9001 327.314 142.605 
296.67 0.910672 325.771 134.586 
284.119 0.919833 308.881 121.177 
282.753 0.889914 317.731 144.926 
283.371 0.89971 314.959 137.476 
282.817 0.889855 317.824 145.005 
286.249 0.906924 315.626 132.971 
290.165 0.90123 321.965 139.52 
281.227 0.896666 313.636 138.849 
292.351 0.886277 329.864 152.778 
285.574 0.890843 320.566 145.637 
290.397 0.902349 321.824 138.708 
290.579 0.905081 321.054 136.524 
281.36 0.893179 315.01 141.66 
274.304 0.888367 308.774 141.769 
278.353 0.891562 312.208 141.399 
293.555 0.907573 323.451 135.815 
286.352 0.898023 318.869 140.286 
292.745 0.905188 323.408 137.452 
293.415 0.90103 325.644 141.25 
286.948 0.906609 316.507 133.557 
270.804 0.891706 303.692 137.456 
289.959 0.907325 319.575 134.359 
287.115 0.910665 315.281 130.257 
284.428 0.905035 314.273 133.672 
297.925 0.892585 333.777 150.493 
297.083 0.877556 338.534 162.318 
292.733 0.909861 321.734 133.491 
288.927 0.900799 320.745 139.279 
293.508 0.903632 324.81 139.119 
287.922 0.905382 318.012 135.027 
283.192 0.898376 315.227 138.457 
290.274 0.913285 317.835 129.461 
285.494 0.904691 315.571 134.455 
284.722 0.888197 320.562 147.286 
286.298 0.898105 318.78 140.193 
286.312 0.913891 313.289 127.183 
291.731 0.899567 324.301 141.649 
284.124 0.888211 319.884 146.966 
282.614 0.905839 311.992 132.167 
280.692 0.905967 309.826 131.165 
285.105 0.887842 321.121 147.763 
286.782 0.894246 320.697 143.536 
296.148 0.906793 326.588 137.681 
278.274 0.896231 310.493 137.731 
280.248 0.897733 312.173 137.525 
287.553 0.884265 325.188 151.858 
283.62 0.895674 316.655 140.82 
289.353 0.902024 320.782 138.477 
286.212 0.906881 315.6 132.99 
290.548 0.900544 322.636 140.271 
289.616 0.915604 316.312 127.183 
287.633 0.904135 318.131 135.92 
288.523 0.907894 317.793 133.219 
276.395 0.904341 305.631 130.447 
281.288 0.901582 311.994 134.971 
285.688 0.911168 313.54 129.19 
284.702 0.899497 316.513 138.293 
